date,Apple stock,Buy AAPL ,Sell Apple,Apple debt,Apple credit
2016-10-05,0,0,0,0,0
2016-10-06,0,0,0,0,0
2016-10-07,0,0,0,0,0
2016-10-08,0,0,0,0,0
2016-10-09,0,0,0,0,0
2016-10-10,0,0,0,0,0
2016-10-11,0,0,0,0,0
2016-10-12,48,0,0,0,0
2016-10-13,0,0,0,0,0
2016-10-14,0,0,0,0,49
2016-10-15,0,0,0,0,0
2016-10-16,0,0,0,0,0
2016-10-17,0,0,0,0,0
2016-10-18,0,0,0,0,0
2016-10-19,49,0,0,0,0
2016-10-20,48,0,0,0,0
2016-10-21,48,0,0,0,0
2016-10-22,52,0,0,0,0
2016-10-23,0,0,0,0,0
2016-10-24,0,0,0,0,0
2016-10-25,0,0,0,0,0
2016-10-26,49,0,0,0,0
2016-10-27,49,0,0,0,0
2016-10-28,0,0,0,0,0
2016-10-29,0,0,0,0,0
2016-10-30,0,0,0,0,0
2016-10-31,0,0,0,0,0
2016-11-01,49,0,0,0,0
2016-11-02,50,0,0,0,0
2016-11-03,49,0,0,0,0
2016-11-04,0,0,0,0,0
2016-11-05,0,0,0,0,0
2016-11-06,0,0,0,0,0
2016-11-07,0,0,0,0,0
2016-11-08,0,0,0,0,0
2016-11-09,0,0,0,0,0
2016-11-10,47,0,0,0,0
2016-11-11,0,0,0,0,0
2016-11-12,0,0,0,0,0
2016-11-13,0,0,0,0,0
2016-11-14,0,0,0,0,0
2016-11-15,48,0,0,0,0
2016-11-16,0,0,0,0,47
2016-11-17,0,0,0,0,0
2016-11-18,0,0,0,0,0
2016-11-19,0,0,0,0,0
2016-11-20,0,0,0,0,0
2016-11-21,46,0,0,0,0
2016-11-22,0,0,0,0,0
2016-11-23,0,0,0,0,0
2016-11-24,0,0,0,0,0
2016-11-25,47,0,0,0,0
2016-11-26,0,0,0,0,0
2016-11-27,0,0,0,0,0
2016-11-28,0,0,47,0,0
2016-11-29,0,0,0,0,0
2016-11-30,0,0,0,0,0
2016-12-01,47,0,0,0,0
2016-12-02,47,0,0,0,0
2016-12-03,0,0,0,0,0
2016-12-04,0,0,0,0,0
2016-12-05,0,0,0,0,0
2016-12-06,0,0,44,0,0
2016-12-07,45,0,0,0,0
2016-12-08,46,0,0,0,0
2016-12-09,0,0,0,0,0
2016-12-10,0,0,0,0,0
2016-12-11,0,0,0,0,0
2016-12-12,0,0,0,0,0
2016-12-13,0,0,0,0,0
2016-12-14,45,0,0,0,0
2016-12-15,0,0,0,0,0
2016-12-16,48,0,0,0,48
2016-12-17,0,0,0,0,0
2016-12-18,0,0,0,0,0
2016-12-19,0,0,0,0,45
2016-12-20,0,0,0,0,0
2016-12-21,0,0,0,0,0
2016-12-22,0,0,0,0,0
2016-12-23,0,0,0,0,0
2016-12-24,0,0,0,0,0
2016-12-25,0,0,0,0,0
2016-12-26,0,0,0,0,0
2016-12-27,0,0,0,0,0
2016-12-28,0,0,0,0,0
2016-12-29,0,0,0,0,0
2016-12-30,0,0,0,0,0
2016-12-31,0,0,0,0,0
2017-01-01,0,0,0,0,0
